Feed Processing Summary:
   Total records processed	 2104
   Rejected               	 - 20
                          	======
   Accepted               	 2084

original-record-number	sku	error-code	error-type	error-message
1625	ZINK-Canon-PG-40-CL-41-Combo5	8542	Error	SKU ZINK-Canon-PG-40-CL-41-Combo5, (ASIN B00GCWXK02, (part_number Merchant: 'PG-40 CL-41' / Amazon: '0615B002')), (ASIN B000A2BJ44, (part_number Merchant: 'PG-40 CL-41' / Amazon: '0615B002')). The product_id submitted with ZINK-Canon-PG-40-CL-41-Combo5 corresponds to multiple ASINs (B00GCWXK02, B000A2BJ44) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
1638	ZINK-HP-HP564XL-Combo11	90117	Warning	The Description field contains an invalid value: Product Info11-pack High Yield Remanufactured Ink Cartridges replace Hewlett Packard (HP 564XL)Re... The value exceeds the maximum number of characters allowed: 2000.
1639	ZINK-HP-HP564XL-Combo9	90117	Warning	The Description field contains an invalid value: Product Info9-pack High Yield Remanufactured Ink Cartridges replace Hewlett Packard (HP 564XL)Rem... The value exceeds the maximum number of characters allowed: 2000.
164	INK-HP-C9363WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 97 - C9363WN (Compatible) Tri-Color Printer Ink CartridgeWe carry a variety of Rep... The value exceeds the maximum number of characters allowed: 2000.
1641	PH-8.5x11-GLOSSY-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-GLOSSY-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1642	PH-8.5x11-GLOSSY-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-GLOSSY-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1654	PH-8.5x11-LUSTRE-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-LUSTRE-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1655	PH-8.5x11-LUSTRE-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-LUSTRE-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
166	INK-HP-C9369WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 99 - C9369WN (Compatible) Photo Color Ink CartridgeThis Remanufactured HP 99 Photo... The value exceeds the maximum number of characters allowed: 2000.
1664	PH-11x17-LUSTRE-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-11x17-LUSTRE-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1665	PH-11x17-LUSTRE-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-11x17-LUSTRE-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
167	INK-Canon-BCI-3ePC	99037	Warning	The "UPC" (00750845725834) field contains an invalid value.
17	INK-Lexmark-18L0042	99037	Warning	The "UPC" (00734646476140) field contains an invalid value.
1725	PH-11x17-MATTE-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-11x17-MATTE-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1726	PH-11x17-MATTE-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-11x17-MATTE-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1727	PH-8.5x11-MATTE-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-MATTE-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1728	PH-8.5x11-MATTE-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-MATTE-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1777	TONER-Lexmark-C546U1KG	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Lexmark-C546U1KG-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1792	ZINK-HP-HP564XL-Combo4	90117	Warning	The Description field contains an invalid value: Product Info4-pack High Yield Remanufactured Ink Cartridges replace Hewlett Packard (HP 564XL)Rem... The value exceeds the maximum number of characters allowed: 2000.
1796	AFFSPEC-Brother-TN360-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/AFFSPEC-Brother-TN360-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1797	SPEC-BROTHER-LC51-Combo10	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-BROTHER-LC51-Combo10-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1798	SPEC-Canon-S35-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Canon-S35-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1799	SPEC-HP-CB435A-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-HP-CB435A-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
18	USB-CAMBM-6FT-P	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-6FT-P-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1800	SPEC-HP-CE278A-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-HP-CE278A-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1801	SPEC-Dell-GR332-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Dell-GR332-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
181	ZINK-HP-HP564XL-Combo5	90117	Warning	The Description field contains an invalid value: Product Info5-pack High Yield Remanufactured Ink Cartridges replace Hewlett Packard (HP 564XL)Rem... The value exceeds the maximum number of characters allowed: 2000.
1828	TONER-Canon-7429A005AA	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Canon-7429A005AA-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1857	DRUM-IBM-75P5712	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/DRUM-IBM-75P5712-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1858	TONER-IBM-75P5711	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-IBM-75P5711-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
187	WINK-Canon-PGI5CLI8-Combo50	99037	Warning	The "UPC" (00013803051056) field contains an invalid value.
1913	RIBBON-Brother-PC102RF	8026	Error	Seller is not authorized to list products in this category. For more details, see http://sellercentral.amazon.com/gp/errorcode/8026
1921	INK-Ricoh-GC21BK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Ricoh-GC21BK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1922	INK-Ricoh-GC21C	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Ricoh-GC21C-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1923	INK-Ricoh-GC21M	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Ricoh-GC21M-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
1925	INK-Xerox-8R7994	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Xerox-8R7994-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
193	WINK-BROTHER-LC41-Combo40	99037	Warning	The "UPC" (00012502610946) field contains an invalid value.
195	ZINK-HP-HP-94-95-Combo5	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 94/95) Black & Tri Color Ink cartridgeWe carry a variety of Repla... The value exceeds the maximum number of characters allowed: 2000.
1958	AFFSPEC-BROTHER-LC61-Combo10	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/AFFSPEC-BROTHER-LC61-Combo10-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
196	ZINK-HP-HP-21-22-Combo5	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 21/22) Black & Tri Color Ink CartridgeWe carry a variety of Repla... The value exceeds the maximum number of characters allowed: 2000.
1969	INK-Mimaki-SS2CL	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Mimaki-SS2CL-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
198	ZINK-HP-HP-60XL-Combo3	90117	Warning	The Description field contains an invalid value: Product InfoThis Replacement HP 60XL high yield black (CC641WN) inkjet cartridge is an original H... The value exceeds the maximum number of characters allowed: 2000.
1988	INK-Lexmark-12A1990	90117	Warning	The Description field contains an invalid value: Product InfoLexmark 90 12A1990 Photo Color Replacement Printer Ink CartridgeThis Remanufactured L... The value exceeds the maximum number of characters allowed: 2000.
199	ZINK-HP-HP-60XL-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoHP 60XL Ink Cartridge Combo Pack - Save on CC641WN black & CC644WN tri-color cartridg... The value exceeds the maximum number of characters allowed: 2000.
20	INK-HP-C8721WN-C	90117	Warning	The Description field contains an invalid value: Product InfoHP 02 - C8721WN (Compatible) Black Printer Ink CartridgeThis replacement ink cartridg... The value exceeds the maximum number of characters allowed: 2000.
2010	TONER-Kyocera-Mita-TK562C	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Kyocera-Mita-TK562C-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2011	TONER-Kyocera-Mita-TK562K	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Kyocera-Mita-TK562K-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2012	TONER-Kyocera-Mita-TK562M	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Kyocera-Mita-TK562M-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2013	TONER-Kyocera-Mita-TK562Y	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Kyocera-Mita-TK562Y-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
202	SPEC-Samsung-ML-2010D3-Comb2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Samsung-ML-2010D3-Comb2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2070	SPEC-Canon-PGI220-Combo12	8542	Error	SKU SPEC-Canon-PGI220-Combo12, (ASIN B0031B1DEC, (part_number Merchant: 'PGI-220 12Pks' / Amazon: 'UTCNM2945B001')), (ASIN B00DOAMNBC, (part_number Merchant: 'PGI-220 12Pks' / Amazon: '2945B001')), (ASIN B003J25ALU, (part_number Merchant: 'PGI-220 12Pks' / Amazon: '2973B001')), (ASIN B001CSMJKI, (part_number Merchant: 'PGI-220 12Pks' / Amazon: '2945B001')). The product_id submitted with SPEC-Canon-PGI220-Combo12 corresponds to multiple ASINs (B0031B1DEC, B00DOAMNBC, B003J25ALU, B001CSMJKI) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
2070	SPEC-Canon-PGI220-Combo12	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Canon-PGI220-Combo12-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2071	SPEC-Canon-PGI5CLI8-Combo12	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Canon-PGI5CLI8-Combo12-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2071	SPEC-Canon-PGI5CLI8-Combo12	99037	Warning	The "UPC" (00013803051056) field contains an invalid value.
2072	SPEC-Canon-PGI225-Combo12	8542	Error	SKU SPEC-Canon-PGI225-Combo12, (ASIN B00DOAU8DM, (part_number Merchant: 'PGI225CLI226-12PK' / Amazon: '4530B001')), (ASIN B00GCSXLT6, (part_number Merchant: 'PGI225CLI226-12PK' / Amazon: '4530B001')), (ASIN B00A8PD6QM, (part_number Merchant: 'PGI225CLI226-12PK' / Amazon: 'PGI225CLI226-6PK')), (ASIN B00A8PD7F2, (part_number Merchant: 'PGI225CLI226-12PK' / Amazon: 'PGI225CLI226-14PK')), (ASIN B003QR67QU, (part_number Merchant: 'PGI225CLI226-12PK' / Amazon: '4530B001')). The product_id submitted with SPEC-Canon-PGI225-Combo12 corresponds to multiple ASINs (B00DOAU8DM, B00GCSXLT6, B00A8PD6QM, B00A8PD7F2, B003QR67QU) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
2072	SPEC-Canon-PGI225-Combo12	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Canon-PGI225-Combo12-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
2083	TONER-Panasonic-KX-FAT92	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Panasonic-KX-FAT92-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
21	INK-HP-C8771WN-C	90117	Warning	The Description field contains an invalid value: Product InfoHP 02 - C8771WN (Compatible) Cyan Printer Ink CartridgeThis replacement ink cartridge... The value exceeds the maximum number of characters allowed: 2000.
2102	RIBBON-Brother-PC501	8026	Error	Seller is not authorized to list products in this category. For more details, see http://sellercentral.amazon.com/gp/errorcode/8026
22	INK-HP-C8772WN-C	90117	Warning	The Description field contains an invalid value: Product InfoHP 02 - C8772WN (Compatible) Magenta Printer Ink CartridgeThis replacement ink cartri... The value exceeds the maximum number of characters allowed: 2000.
23	INK-HP-C8773WN-C	90117	Warning	The Description field contains an invalid value: Product InfoHP 02 - C8773WN (Compatible) Yellow Printer Ink CartridgeThis replacement ink cartrid... The value exceeds the maximum number of characters allowed: 2000.
232	SPEC-Brother-TN115-Combo4	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Brother-TN115-Combo4-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
233	DW-Brother-TN115-Combo4	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/DW-Brother-TN115-Combo4-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
234	DW-Samsung-ML-2010D3-Comb2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/DW-Samsung-ML-2010D3-Comb2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
235	SPEC-Brother-TN360-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-Brother-TN360-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
236	DW-Brother-TN360-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/DW-Brother-TN360-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
24	INK-HP-C8774WN-C	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard HP 02 C8774WN Light Cyan Replacement Printer Ink CartridgeThis replac... The value exceeds the maximum number of characters allowed: 2000.
25	INK-HP-C8775WN-C	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard HP 02 C8775WN Light Magenta Replacement Printer Ink CartridgeThis rep... The value exceeds the maximum number of characters allowed: 2000.
293	INK-Epson-T048220	99037	Warning	The "UPC" (00010343847095) field contains an invalid value.
298	INK-Epson-T054020	99037	Warning	The "UPC" (00010343848993) field contains an invalid value.
299	INK-Epson-T054120	99037	Warning	The "UPC" (00010343848924) field contains an invalid value.
300	INK-Epson-T054220	99037	Warning	The "UPC" (00010343848931) field contains an invalid value.
301	INK-Epson-T054320	99037	Warning	The "UPC" (00010343848948) field contains an invalid value.
302	INK-Epson-T054420	99037	Warning	The "UPC" (00010343848955) field contains an invalid value.
303	INK-Epson-T054720	99037	Warning	The "UPC" (00010343848962) field contains an invalid value.
304	INK-Epson-T054820	99037	Warning	The "UPC" (00010343848979) field contains an invalid value.
305	INK-Epson-T054920	99037	Warning	The "UPC" (00010343848986) field contains an invalid value.
306	INK-Epson-T059120	99037	Warning	The "UPC" (00010343853874) field contains an invalid value.
307	INK-Epson-T059220	99037	Warning	The "UPC" (00010343853881) field contains an invalid value.
308	INK-Epson-T059320	99037	Warning	The "UPC" (00010343853898) field contains an invalid value.
309	INK-Epson-T059420	99037	Warning	The "UPC" (00010343853904) field contains an invalid value.
310	INK-Epson-T059520	99037	Warning	The "UPC" (00010343853911) field contains an invalid value.
311	INK-Epson-T059620	99037	Warning	The "UPC" (00010343853928) field contains an invalid value.
312	INK-Epson-T059720	99037	Warning	The "UPC" (00010343853935) field contains an invalid value.
313	INK-Epson-T059820	99037	Warning	The "UPC" (00010343853942) field contains an invalid value.
314	INK-Epson-T059920	99037	Warning	The "UPC" (00010343853959) field contains an invalid value.
317	INK-Epson-T060320	99037	Warning	The "UPC" (00010343854215) field contains an invalid value.
318	INK-Epson-T060420	99037	Warning	The "UPC" (00010343854222) field contains an invalid value.
319	INK-Epson-T563700-T562700	99037	Warning	The "UPC" (00010343853430) field contains an invalid value.
320	INK-Epson-T563900-T562900	99037	Warning	The "UPC" (00010343853447) field contains an invalid value.
321	INK-Epson-T567800-T566800	99037	Warning	The "UPC" (00010343853522) field contains an invalid value.
325	TONER-Samsung-ML-5000D5	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Samsung-ML-5000D5-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
327	TONER-Samsung-ML-7000D8	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Samsung-ML-7000D8-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
328	TONER-Samsung-ML-7300DA	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Samsung-ML-7300DA-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
335	TONER-Samsung-SF-550D3	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Samsung-SF-550D3-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
339	INK-Epson-T565100	99037	Warning	The "UPC" (00010343852785) field contains an invalid value.
340	INK-Epson-T565200	99037	Warning	The "UPC" (00010343852792) field contains an invalid value.
341	INK-Epson-T565300	99037	Warning	The "UPC" (00010343852808) field contains an invalid value.
342	INK-Epson-T565400	99037	Warning	The "UPC" (00010343852815) field contains an invalid value.
343	INK-Epson-T565500	99037	Warning	The "UPC" (00010343852822) field contains an invalid value.
344	INK-Epson-T565600	99037	Warning	The "UPC" (00010343852839) field contains an invalid value.
345	INK-Epson-T565700	99037	Warning	The "UPC" (00010343852846) field contains an invalid value.
346	INK-Epson-T565900	99037	Warning	The "UPC" (00010343853027) field contains an invalid value.
347	INK-Canon-PG-40	8542	Error	SKU INK-Canon-PG-40, (ASIN B00GCWXK02, (part_number Merchant: 'PG-40' / Amazon: '0615B002')), (ASIN B000A2BJ44, (part_number Merchant: 'PG-40' / Amazon: '0615B002')). The product_id submitted with INK-Canon-PG-40 corresponds to multiple ASINs (B00GCWXK02, B000A2BJ44) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
351	USB-CAMBM-3FT	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-3FT-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
352	USB-CAMAF-3FT	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMAF-3FT-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
353	USB-CAMBM-3FT-P	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-3FT-P-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
354	USB-CAMAF-10FT	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMAF-10FT-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
355	USB-CAMBM-10FT	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-10FT-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
356	USB-CAMBM-10FT-P	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-10FT-P-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
357	USB-CAMAF-15FT	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMAF-15FT-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
358	USB-CAMBM-15FT	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-15FT-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
359	USB-CAMBM-15FT-P	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/USB-CAMBM-15FT-P-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
362	INK-Epson-S191089	99037	Warning	The "UPC" (00010343847262) field contains an invalid value.
363	INK-Epson-S193110	99037	Warning	The "UPC" (00010343847279) field contains an invalid value.
364	INK-Epson-T001011	99037	Warning	The "UPC" (00010343815957) field contains an invalid value.
365	INK-Epson-T003011	99037	Warning	The "UPC" (00010343815964) field contains an invalid value.
366	INK-Epson-T005011	99037	Warning	The "UPC" (00010343815971) field contains an invalid value.
368	INK-Epson-T008201	99037	Warning	The "UPC" (00010343818811) field contains an invalid value.
369	INK-Epson-T009201	99037	Warning	The "UPC" (00010343818835) field contains an invalid value.
370	INK-Epson-T013201	99037	Warning	The "UPC" (00010343819733) field contains an invalid value.
371	INK-Epson-T014201	99037	Warning	The "UPC" (00010343819740) field contains an invalid value.
372	INK-Epson-T015201	99037	Warning	The "UPC" (00010343819849) field contains an invalid value.
373	INK-Epson-T016201	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 90, actual height of image submitted 83 
373	INK-Epson-T016201	99037	Warning	The "UPC" (00010343819870) field contains an invalid value.
374	INK-Epson-T017201	99037	Warning	The "UPC" (00010343832299) field contains an invalid value.
375	INK-Epson-T018201	99037	Warning	The "UPC" (00010343832305) field contains an invalid value.
380	INK-Epson-T028201	99037	Warning	The "UPC" (00010343836761) field contains an invalid value.
381	INK-Epson-T029201	99037	Warning	The "UPC" (00010343836839) field contains an invalid value.
383	INK-Epson-T032220	99037	Warning	The "UPC" (00010343837331) field contains an invalid value.
384	INK-Epson-T032320	99037	Warning	The "UPC" (00010343837270) field contains an invalid value.
385	INK-Epson-T032420	99037	Warning	The "UPC" (00010343837218) field contains an invalid value.
386	INK-Epson-T033120	99037	Warning	The "UPC" (00010343843288) field contains an invalid value.
387	INK-Epson-T033220	99037	Warning	The "UPC" (00010343843295) field contains an invalid value.
388	INK-Epson-T033320	99037	Warning	The "UPC" (00010343843301) field contains an invalid value.
389	INK-Epson-T033420	99037	Warning	The "UPC" (00010343843318) field contains an invalid value.
390	INK-Epson-T033520	99037	Warning	The "UPC" (00010343843325) field contains an invalid value.
391	INK-Epson-T033620	99037	Warning	The "UPC" (00010343843332) field contains an invalid value.
392	INK-Epson-T034120	99037	Warning	The "UPC" (00010343841024) field contains an invalid value.
393	INK-Epson-T034220	99037	Warning	The "UPC" (00010343841031) field contains an invalid value.
394	INK-Epson-T034320	99037	Warning	The "UPC" (00010343841048) field contains an invalid value.
395	INK-Epson-T034420	99037	Warning	The "UPC" (00010343841055) field contains an invalid value.
396	INK-Epson-T034520	99037	Warning	The "UPC" (00010343841062) field contains an invalid value.
416	SPEC-BROTHER-LC51-Combo40	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-BROTHER-LC51-Combo40-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
417	SPEC-BROTHER-LC61-Combo10	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/SPEC-BROTHER-LC61-Combo10-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
421	ZTONER-Canon-E40-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoReplacement Canon E-40 E40 (1491A002AA) Combo Pack of 2 Black Laser Toner CartridgeOu... The value exceeds the maximum number of characters allowed: 2000.
457	TONER-Lexmark-53P7706	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/TONER-Lexmark-53P7706-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
47	INK-HP-CB335WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 74 - CB335WN (Compatible) Black Ink CartridgeWe carry a variety of Replacement Ink... The value exceeds the maximum number of characters allowed: 2000.
