Feed Processing Summary:
   Total records processed	 2104
   Rejected               	 - 20
                          	======
   Accepted               	 2084

original-record-number	sku	error-code	error-type	error-message
472	INK-Xerox-8R7660	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Xerox-8R7660-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
473	INK-Xerox-8R7661	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Xerox-8R7661-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
474	INK-Xerox-8R7662	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Xerox-8R7662-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
475	INK-Xerox-8R7663	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/INK-Xerox-8R7663-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
48	INK-HP-CB336WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 74XL - CB336WN (Compatible) High Yield Black Ink CartridgeWe carry a variety of Re... The value exceeds the maximum number of characters allowed: 2000.
484	INK-HP-CB323WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 564XL - CB323WN (Compatible) High Yield Cyan Ink CartridgeRemanufactured to be as ... The value exceeds the maximum number of characters allowed: 2000.
485	INK-HP-CB324WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 564XL - CB324WN (Compatible) High Yield Magenta Ink Cartridge Remanufactured to be... The value exceeds the maximum number of characters allowed: 2000.
487	INK-HP-CB325WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 564XL - CB325WN (Compatible) Yellow High Yield Ink CartridgeRemanufactured to be a... The value exceeds the maximum number of characters allowed: 2000.
49	INK-HP-CB337WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 75 - CB337WN (Compatible) Tri-Color Ink CartridgeWe carry a variety of Replacement... The value exceeds the maximum number of characters allowed: 2000.
490	INK-HP-C9368AN	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard HP 100 Photo Gray Ink CartridgeThis Remanufactured HP 100 Photo Gray ... The value exceeds the maximum number of characters allowed: 2000.
50	INK-HP-CB338WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 75XL - CB338WN (Compatible) High Yield Tri-Color Inkjet Cartridge We carry a varie... The value exceeds the maximum number of characters allowed: 2000.
529	INK-Canon-CLI-226C	8542	Error	SKU INK-Canon-CLI-226C, (ASIN B008OTCMGO, (part_number Merchant: 'CLI-226C' / Amazon: '4547B001AA')), (ASIN B009R5Q09Y, (part_number Merchant: 'CLI-226C' / Amazon: 'UTCNM4547B001AA')), (ASIN B004SRJJ76, (part_number Merchant: 'CLI-226C' / Amazon: '4547B001')), (ASIN B0071U0YBW, (part_number Merchant: 'CLI-226C' / Amazon: 'CAN-0210')), (ASIN B00BT2NBZO, (part_number Merchant: 'CLI-226C' / Amazon: '4547B001')), (ASIN B003QR886M, (part_number Merchant: 'CLI-226C' / Amazon: '4547B001')), (ASIN B004F7IWJK, (part_number Merchant: 'CLI-226C' / Amazon: '4547B001')), (ASIN B00GCUXOFK, (part_number Merchant: 'CLI-226C' / Amazon: '4547B001')). The product_id submitted with INK-Canon-CLI-226C corresponds to multiple ASINs (B008OTCMGO, B009R5Q09Y, B004SRJJ76, B0071U0YBW, B00BT2NBZO, B003QR886M, B004F7IWJK, B00GCUXOFK) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
53	INK-Lexmark-18C0031	90117	Warning	The Description field contains an invalid value: Product InfoLexmark 31 - 18C0031 (Compatible) Color Printer Ink CartridgeThis Remanufactured Lexm... The value exceeds the maximum number of characters allowed: 2000.
531	INK-Canon-CLI-226Y	8542	Error	SKU INK-Canon-CLI-226Y, (ASIN B004E3CFJS, (part_number Merchant: 'CLI-226Y' / Amazon: '79076')), (ASIN B004CJN4SU, (part_number Merchant: 'CLI-226Y' / Amazon: '4549B001')), (ASIN B003QR28RC, (part_number Merchant: 'CLI-226Y' / Amazon: '4549B001')), (ASIN B00GCUY15W, (part_number Merchant: 'CLI-226Y' / Amazon: '4549B001')), (ASIN B003JX5AYQ, (part_number Merchant: 'CLI-226Y' / Amazon: '5005B002')), (ASIN B004SRPR0Y, (part_number Merchant: 'CLI-226Y' / Amazon: '4549B001')). The product_id submitted with INK-Canon-CLI-226Y corresponds to multiple ASINs (B004E3CFJS, B004CJN4SU, B003QR28RC, B00GCUY15W, B003JX5AYQ, B004SRPR0Y) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
576	PH-8.5x11-CANVAS-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-CANVAS-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
577	PH-8.5x11-CANVAS-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-8.5x11-CANVAS-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
583	PH-11x17-GLOSSY-20PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-11x17-GLOSSY-20PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
584	PH-11x17-GLOSSY-100PK	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/PH-11x17-GLOSSY-100PK-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
587	INK-Canon-CL-211	8542	Error	SKU INK-Canon-CL-211, (ASIN B00C9KCLBA, (part_number Merchant: 'CL-211' / Amazon: 'AAC0002-CNM2976B001')), (ASIN B001DJ86CQ, (part_number Merchant: 'CL-211' / Amazon: '2976B001')), (ASIN B00GCUE2FG, (part_number Merchant: 'CL-211' / Amazon: '2976B001AA')), (ASIN B00BT2MWT0, (part_number Merchant: 'CL-211' / Amazon: '2976B001')). The product_id submitted with INK-Canon-CL-211 corresponds to multiple ASINs (B00C9KCLBA, B001DJ86CQ, B00GCUE2FG, B00BT2MWT0) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
592	INK-Epson-T034620	99037	Warning	The "UPC" (00010343841079) field contains an invalid value.
593	INK-Epson-T034720	99037	Warning	The "UPC" (00010343841086) field contains an invalid value.
594	INK-Epson-T034820	99037	Warning	The "UPC" (00010343841093) field contains an invalid value.
595	INK-Epson-T036120	99037	Warning	The "UPC" (00010343842328) field contains an invalid value.
596	INK-Epson-T037020	99037	Warning	The "UPC" (00010343842335) field contains an invalid value.
598	TONER-HP-C3909X	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 101, actual height of image submitted 101 
610	TONER-HP-C8543X	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 107, actual height of image submitted 107 
677	INK-HP-C4805A	99037	Warning	The "UPC" (00808736270953) field contains an invalid value.
678	INK-HP-C4806A	99037	Warning	The "UPC" (00808736270960) field contains an invalid value.
680	INK-Canon-BCI-61	99037	Warning	The "UPC" (00750845722666) field contains an invalid value.
681	INK-Canon-BCI-62	99037	Warning	The "UPC" (00750845722673) field contains an invalid value.
682	INK-Canon-BCI-6G	99037	Warning	The "UPC" (00013803040180) field contains an invalid value.
683	INK-Canon-BCI-6R	99037	Warning	The "UPC" (00013803029888) field contains an invalid value.
684	INK-Canon-BCI-8BK	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 101, actual height of image submitted 103 
684	INK-Canon-BCI-8BK	99037	Warning	The "UPC" (00750845722796) field contains an invalid value.
685	INK-Canon-BCI-8C	99037	Warning	The "UPC" (00750845722840) field contains an invalid value.
686	INK-Canon-BCI-8M	99037	Warning	The "UPC" (00750845722833) field contains an invalid value.
687	INK-Canon-BCI-8PBK	99037	Warning	The "UPC" (00750845723502) field contains an invalid value.
688	INK-Canon-BCI-8PC	99037	Warning	The "UPC" (00750845722871) field contains an invalid value.
689	INK-Canon-BCI-8PM	99037	Warning	The "UPC" (00750845722864) field contains an invalid value.
690	INK-Canon-BCI-8WF	99037	Warning	The "UPC" (00750845722802) field contains an invalid value.
691	INK-Canon-BCI-8Y	99037	Warning	The "UPC" (00750845722826) field contains an invalid value.
692	INK-Canon-BJI-201C-HC	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 95, actual height of image submitted 93 
692	INK-Canon-BJI-201C-HC	99037	Warning	The "UPC" (00750845720020) field contains an invalid value.
693	INK-Canon-BJI-201M-HC	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 89, actual height of image submitted 97 
693	INK-Canon-BJI-201M-HC	99037	Warning	The "UPC" (00750845720037) field contains an invalid value.
694	INK-Canon-BJI-201Y-HC	20009	Warning	110 minimum is required length on longest side, actual width of image submitted 91, actual height of image submitted 93 
694	INK-Canon-BJI-201Y-HC	99037	Warning	The "UPC" (00750845720044) field contains an invalid value.
695	INK-Canon-BJI-642BK	99037	Warning	The "UPC" (00038569405004) field contains an invalid value.
696	INK-Canon-BJI-643BK	99037	Warning	The "UPC" (00038569419995) field contains an invalid value.
697	INK-Canon-BJI-643C	99037	Warning	The "UPC" (00038569419988) field contains an invalid value.
698	INK-Canon-BJI-643M	99037	Warning	The "UPC" (00038569419971) field contains an invalid value.
699	INK-Canon-BJI-643Y	99037	Warning	The "UPC" (00038569419964) field contains an invalid value.
7	INK-Lexmark-12A1980	99037	Warning	The "UPC" (00734646120616) field contains an invalid value.
70	INK-HP-C4836AN	99037	Warning	The "UPC" (00088698857366) field contains an invalid value.
700	INK-Canon-BX-3	99037	Warning	The "UPC" (00030275063714) field contains an invalid value.
702	INK-Canon-CLI-8C	8542	Error	SKU INK-Canon-CLI-8C, (ASIN B000A2BKAM, (part_number Merchant: 'CLI-8C' / Amazon: '0621B002')), (ASIN B00GCX06EY, (part_number Merchant: 'CLI-8C' / Amazon: 'CPRN-INK-BK6')). The product_id submitted with INK-Canon-CLI-8C corresponds to multiple ASINs (B000A2BKAM, B00GCX06EY) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
704	INK-Canon-CLI-8PC	8026	Error	Seller is not authorized to list products in this category. For more details, see http://sellercentral.amazon.com/gp/errorcode/8026
706	INK-Canon-CLI-8Y	8542	Error	SKU INK-Canon-CLI-8Y, (ASIN B00HKVKFIO, (part_number Merchant: 'CLI-8Y' / Amazon: '0623B002')), (ASIN B000A2BKTI, (part_number Merchant: 'CLI-8Y' / Amazon: '0623B002')). The product_id submitted with INK-Canon-CLI-8Y corresponds to multiple ASINs (B00HKVKFIO, B000A2BKTI) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
708	INK-Epson-S020089	99037	Warning	The "UPC" (00010343601871) field contains an invalid value.
709	INK-Epson-S020093	99037	Warning	The "UPC" (00010343812321) field contains an invalid value.
71	INK-HP-C4837AN	99037	Warning	The "UPC" (00088698857472) field contains an invalid value.
710	INK-Epson-S020108	99037	Warning	The "UPC" (00010343601888) field contains an invalid value.
711	INK-Epson-S020110	99037	Warning	The "UPC" (00010343813793) field contains an invalid value.
713	INK-Epson-S020122	99037	Warning	The "UPC" (00010343813496) field contains an invalid value.
714	INK-Epson-S020126	99037	Warning	The "UPC" (00010343813502) field contains an invalid value.
715	INK-Epson-S020130	99037	Warning	The "UPC" (00010343813519) field contains an invalid value.
716	INK-Epson-S020187	99037	Warning	The "UPC" (00010343814820) field contains an invalid value.
719	INK-Epson-S020193	99037	Warning	The "UPC" (00010343814844) field contains an invalid value.
72	INK-HP-C4838AN	99037	Warning	The "UPC" (00088698857588) field contains an invalid value.
720	INK-Epson-S187093	99037	Warning	The "UPC" (00010343847248) field contains an invalid value.
721	INK-Epson-S189108	99037	Warning	The "UPC" (00010343847255) field contains an invalid value.
727	INK-Epson-T543100	99037	Warning	The "UPC" (00010343840164) field contains an invalid value.
728	INK-Epson-T543200	99037	Warning	The "UPC" (00010343840171) field contains an invalid value.
729	INK-Epson-T543300	99037	Warning	The "UPC" (00010343840188) field contains an invalid value.
73	INK-HP-C4842A	99037	Warning	The "UPC" (00088698205426) field contains an invalid value.
730	INK-Epson-T543400	99037	Warning	The "UPC" (00010343840225) field contains an invalid value.
731	INK-Epson-T543500	99037	Warning	The "UPC" (00010343840232) field contains an invalid value.
732	INK-Epson-T543600	99037	Warning	The "UPC" (00010343840249) field contains an invalid value.
733	INK-Epson-T543700	99037	Warning	The "UPC" (00010343840256) field contains an invalid value.
734	INK-Epson-T543800	99037	Warning	The "UPC" (00010343840263) field contains an invalid value.
735	INK-Epson-T544100	99037	Warning	The "UPC" (00010343840270) field contains an invalid value.
736	INK-Epson-T544200	99037	Warning	The "UPC" (00010343840287) field contains an invalid value.
737	INK-Epson-T544300	99037	Warning	The "UPC" (00010343840294) field contains an invalid value.
738	INK-Epson-T544400	99037	Warning	The "UPC" (00010343840300) field contains an invalid value.
739	INK-Epson-T544500	99037	Warning	The "UPC" (00010343840317) field contains an invalid value.
74	INK-HP-C4843A	99037	Warning	The "UPC" (00088698205433) field contains an invalid value.
740	INK-Epson-T544600	99037	Warning	The "UPC" (00010343840324) field contains an invalid value.
741	INK-Epson-T544700	99037	Warning	The "UPC" (00010343840331) field contains an invalid value.
742	INK-Epson-T544800	99037	Warning	The "UPC" (00010343840348) field contains an invalid value.
743	INK-Epson-T545100	99037	Warning	The "UPC" (00010343840362) field contains an invalid value.
744	INK-Epson-T545200	99037	Warning	The "UPC" (00010343840379) field contains an invalid value.
745	INK-Epson-T545300	99037	Warning	The "UPC" (00010343840386) field contains an invalid value.
746	INK-Epson-T545400	99037	Warning	The "UPC" (00010343840393) field contains an invalid value.
747	INK-Epson-T545500	99037	Warning	The "UPC" (00010343840409) field contains an invalid value.
748	INK-Epson-T545600	99037	Warning	The "UPC" (00010343840416) field contains an invalid value.
75	INK-HP-C4844A	90117	Warning	The Description field contains an invalid value: Product InfoHP 10 - C4844A (Compatible) High Yield Black Printer Ink CartridgeWe carry a variety ... The value exceeds the maximum number of characters allowed: 2000.
750	INK-Epson-T559120	99037	Warning	The "UPC" (00010343851894) field contains an invalid value.
751	INK-Epson-T559220	99037	Warning	The "UPC" (00010343851900) field contains an invalid value.
752	INK-Epson-T559320	99037	Warning	The "UPC" (00010343851917) field contains an invalid value.
753	INK-Epson-T559420	99037	Warning	The "UPC" (00010343851924) field contains an invalid value.
754	INK-Epson-T559520	99037	Warning	The "UPC" (00010343851931) field contains an invalid value.
755	INK-Epson-T559620	99037	Warning	The "UPC" (00010343851948) field contains an invalid value.
756	INK-Epson-T563200-T562200	99037	Warning	The "UPC" (00010343853386) field contains an invalid value.
757	INK-Epson-T563300-T562300	99037	Warning	The "UPC" (00010343853393) field contains an invalid value.
76	INK-HP-C5010AN	99037	Warning	The "UPC" (00725184712500) field contains an invalid value.
764	ZINK-HP-HP-96-97-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 96) C8767WN Black & (HP 97) C9363WN Tri Color Ink cartridgeWe car... The value exceeds the maximum number of characters allowed: 2000.
765	ZINK-HP-HP-96-97-Combo3	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 96) C8767WN Black & (HP 97) C9363WN Tri Color Ink cartridgeWe car... The value exceeds the maximum number of characters allowed: 2000.
766	ZINK-HP-HP-96-97-Combo5	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 96) C8767WN Black & (HP 97) C9363WN Tri Color Ink cartridgeWe car... The value exceeds the maximum number of characters allowed: 2000.
77	INK-HP-C5011AN	99037	Warning	The "UPC" (00725184712647) field contains an invalid value.
770	ZINK-HP-HP-94-97-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 94) C8765WN Black & (HP 97) C9363WN Tri Color Ink cartridgeWe car... The value exceeds the maximum number of characters allowed: 2000.
771	ZINK-HP-HP-94-97-Combo3	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 94) C8765WN Black & (HP 97) C9363WN Tri Color Ink cartridgeWe car... The value exceeds the maximum number of characters allowed: 2000.
772	ZINK-HP-HP-94-97-Combo5	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 94) C8765WN Black & (HP 97) C9363WN Tri Color Ink cartridgeWe car... The value exceeds the maximum number of characters allowed: 2000.
779	FB-Brother-TN360-Combo2	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/FB-Brother-TN360-Combo2-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
780	FB-Brother-TN115-Combo4	20000	Warning	Error downloading image from URL: http://www.compandsave.com/v/vspfiles/photos/FB-Brother-TN115-Combo4-2T.jpg . HTTP Status Code: 404.  For more details, see http://sellercentral.amazon.com/gp/errorcode/20004
781	ZINK-Lexmark-50-20-Combo2	99037	Warning	The "UPC" (00734646163965) field contains an invalid value.
782	ZINK-Lexmark-50-20-Combo3	99037	Warning	The "UPC" (00734646163965) field contains an invalid value.
783	ZINK-Lexmark-50-20-Combo5	99037	Warning	The "UPC" (00734646163965) field contains an invalid value.
795	INK-Canon-BCI-11C	99037	Warning	The "UPC" (00750845720860) field contains an invalid value.
796	INK-Canon-BCI-1201BK	99037	Warning	The "UPC" (00013803008845) field contains an invalid value.
797	INK-Canon-BCI-1201C	99037	Warning	The "UPC" (00013803008814) field contains an invalid value.
798	INK-Canon-BCI-1201M	99037	Warning	The "UPC" (00013803008821) field contains an invalid value.
799	INK-Canon-BCI-1201Y	99037	Warning	The "UPC" (00013803008838) field contains an invalid value.
8	INK-Lexmark-13400HC	99037	Warning	The "UPC" (00734646132596) field contains an invalid value.
80	INK-HP-C9351AN	90117	Warning	The Description field contains an invalid value: Product InfoHP 21 - C9351AN (Compatible) Black Ink CartridgeWe carry a variety of Replacement Ink... The value exceeds the maximum number of characters allowed: 2000.
802	INK-Canon-BCI-1302BK	99037	Warning	The "UPC" (00013803019506) field contains an invalid value.
803	INK-Canon-BCI-1302C	99037	Warning	The "UPC" (00013803019490) field contains an invalid value.
804	INK-Canon-BCI-1302M	99037	Warning	The "UPC" (00013803019513) field contains an invalid value.
805	INK-Canon-BCI-1302PC	99037	Warning	The "UPC" (00013803019537) field contains an invalid value.
806	INK-Canon-BCI-1302PM	99037	Warning	The "UPC" (00013803019544) field contains an invalid value.
807	INK-Canon-BCI-1302Y	99037	Warning	The "UPC" (00013803019520) field contains an invalid value.
808	INK-Canon-BCI-1401BK	99037	Warning	The "UPC" (00013803019278) field contains an invalid value.
809	INK-Canon-BCI-1401C	99037	Warning	The "UPC" (00013803019384) field contains an invalid value.
81	INK-HP-C9352AN	90117	Warning	The Description field contains an invalid value: Product InfoHP 22 - C9352AN (Compatible) Tri-Color Printer Ink CartridgeWe carry a variety of Rep... The value exceeds the maximum number of characters allowed: 2000.
812	INK-Canon-BCI-1401M	99037	Warning	The "UPC" (00013803019391) field contains an invalid value.
813	INK-Canon-BCI-1401Y	99037	Warning	The "UPC" (00013803019407) field contains an invalid value.
814	INK-Canon-BCI-1411BK	99037	Warning	The "UPC" (00013803019438) field contains an invalid value.
815	INK-Canon-BCI-1411C	99037	Warning	The "UPC" (00013803019445) field contains an invalid value.
816	INK-Canon-BCI-1411M	99037	Warning	The "UPC" (00013803019452) field contains an invalid value.
817	INK-Canon-BCI-1411PC	99037	Warning	The "UPC" (00013803019476) field contains an invalid value.
818	INK-Canon-BCI-1411PM	99037	Warning	The "UPC" (00013803019483) field contains an invalid value.
819	INK-Canon-BCI-1411Y	99037	Warning	The "UPC" (00013803019469) field contains an invalid value.
820	INK-Canon-BCI-1431BK	99037	Warning	The "UPC" (00013803031386) field contains an invalid value.
821	INK-Canon-BCI-1431C	99037	Warning	The "UPC" (00013803031409) field contains an invalid value.
822	INK-Canon-BCI-1431M	99037	Warning	The "UPC" (00013803031416) field contains an invalid value.
823	INK-Canon-BCI-1431PC	99037	Warning	The "UPC" (00013803031430) field contains an invalid value.
824	INK-Canon-BCI-1431PM	99037	Warning	The "UPC" (00013803031447) field contains an invalid value.
825	INK-Canon-BCI-1431Y	99037	Warning	The "UPC" (00013803031423) field contains an invalid value.
827	INK-Canon-BCI-15C	99037	Warning	The "UPC" (00013803020892) field contains an invalid value.
828	INK-Canon-BCI-16C	99037	Warning	The "UPC" (00013803044409) field contains an invalid value.
829	INK-Canon-BCI-21BK	99037	Warning	The "UPC" (00750845720808) field contains an invalid value.
83	INK-HP-51625A	99037	Warning	The "UPC" (00088698003022) field contains an invalid value.
830	INK-Canon-BCI-21C	99037	Warning	The "UPC" (00750845720815) field contains an invalid value.
834	INK-Canon-BCI-3eC	99037	Warning	The "UPC" (00750845725889) field contains an invalid value.
835	INK-Canon-BCI-3eM	99037	Warning	The "UPC" (00750845725797) field contains an invalid value.
836	INK-Canon-BCI-3ePBK	99037	Warning	The "UPC" (00750845725841) field contains an invalid value.
837	ZINK-HP-HP-60XL-Combo5	90117	Warning	The Description field contains an invalid value: Product InfoThis Replacement HP 60XL high yield black (CC641WN) inkjet cartridge is an original H... The value exceeds the maximum number of characters allowed: 2000.
838	ZINK-HP-HP-21-22-Combo3	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 21/22) Black & Tri Color Ink CartridgeWe carry a variety of Repla... The value exceeds the maximum number of characters allowed: 2000.
839	ZINK-HP-HP-21-22-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 21/22) Black & Tri Color Ink CartridgeWe carry a variety of Repla... The value exceeds the maximum number of characters allowed: 2000.
84	INK-HP-51640M	99037	Warning	The "UPC" (00088698003190) field contains an invalid value.
846	ZINK-HP-HP-94-95-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 94/95) Black & Tri Color (Combo Pack) Ink cartridgeWe carry a var... The value exceeds the maximum number of characters allowed: 2000.
847	ZINK-HP-HP-94-95-Combo3	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 94/95) Black & Tri Color (Combo Pack) Ink cartridgeWe carry a var... The value exceeds the maximum number of characters allowed: 2000.
849	ZINK-HP-HP-92-93-Combo2	8542	Error	SKU ZINK-HP-HP-92-93-Combo2, (ASIN B00276533Y, (part_number Merchant: 'C9362WN C9361WN' / Amazon: 'C9513FN#140')), (ASIN B008OSEVPK, (part_number Merchant: 'C9362WN C9361WN' / Amazon: 'C9513FN')), (ASIN B000K5Y4PW, (part_number Merchant: 'C9362WN C9361WN' / Amazon: 'C9513FN#140')). The product_id submitted with ZINK-HP-HP-92-93-Combo2 corresponds to multiple ASINs (B00276533Y, B008OSEVPK, B000K5Y4PW) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
850	ZINK-HP-56-57-Combo5	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 56 HP 57) Black & Tri Color (Combo Pack) Ink CartridgeWe carry a ... The value exceeds the maximum number of characters allowed: 2000.
851	ZINK-HP-56-57-Combo2	8542	Error	SKU ZINK-HP-56-57-Combo2, (ASIN B000KDAJR6, (part_number Merchant: 'C6656AN C6657AN' / Amazon: 'C9321FN#140')), (ASIN B0002GDEAK, (part_number Merchant: 'C6656AN C6657AN' / Amazon: 'C9321FN#140')), (ASIN B0032UF9YW, (part_number Merchant: 'C6656AN C6657AN' / Amazon: 'UTHEWC9321FN140')), (ASIN B004E2RJ1I, (part_number Merchant: 'C6656AN C6657AN' / Amazon: 'HEWC9321FN')), (ASIN B008OSBO9Q, (part_number Merchant: 'C6656AN C6657AN' / Amazon: 'C9321FN')). The product_id submitted with ZINK-HP-56-57-Combo2 corresponds to multiple ASINs (B000KDAJR6, B0002GDEAK, B0032UF9YW, B004E2RJ1I, B008OSBO9Q) but we are unable to determine which. Please update your information to best match the appropriate ASIN. If your product is different than any ASIN, please check the product_id. If it is correct, please contact Seller Support for proper resolution. Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/200692340
851	ZINK-HP-56-57-Combo2	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 56 HP 57) Black & Tri Color (Combo Pack) Ink CartridgeWe carry a ... The value exceeds the maximum number of characters allowed: 2000.
852	ZINK-HP-56-57-Combo3	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 56 HP 57) Black & Tri Color (Combo Pack) Ink CartridgeWe carry a ... The value exceeds the maximum number of characters allowed: 2000.
86	INK-HP-51629A	99037	Warning	The "UPC" (00088698030066) field contains an invalid value.
87	INK-HP-51640A	99037	Warning	The "UPC" (00088698003176) field contains an invalid value.
88	INK-HP-51640C	99037	Warning	The "UPC" (00088698003183) field contains an invalid value.
89	INK-HP-51640Y	99037	Warning	The "UPC" (00088698003206) field contains an invalid value.
90	INK-HP-51641A	99037	Warning	The "UPC" (00088698004272) field contains an invalid value.
91	INK-HP-51645A	90117	Warning	The Description field contains an invalid value: Product InfoHP 45 - 51645A (Compatible) Black Ink CartridgeWe carry a variety of Replacement Inkj... The value exceeds the maximum number of characters allowed: 2000.
92	INK-HP-51649A	90117	Warning	The Description field contains an invalid value: Product InfoHewlett Packard (HP 49) Color Replacement Printer Ink CartridgeWe carry a variety of ... The value exceeds the maximum number of characters allowed: 2000.
92	INK-HP-51649A	99037	Warning	The "UPC" (00088698043769) field contains an invalid value.
93	INK-HP-C9426A	99037	Warning	The "UPC" (00808736670869) field contains an invalid value.
94	INK-HP-C9427A	99037	Warning	The "UPC" (00808736670876) field contains an invalid value.
95	INK-HP-C9428A	99037	Warning	The "UPC" (00808736670883) field contains an invalid value.
959	INK-HP-CC640WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 60 - CC640WN (Compatible) Black Ink CartridgeThis professionally replacement HP 60... The value exceeds the maximum number of characters allowed: 2000.
96	INK-HP-C9429A	99037	Warning	The "UPC" (00808736670890) field contains an invalid value.
960	INK-HP-CC641WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 60XL - CC641WN (Compatible) High Yield Black Ink cartridgeThis professionally repl... The value exceeds the maximum number of characters allowed: 2000.
962	INK-HP-CC643WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 60 - CC643WN (Compatible) Tri-Color Printer Inkjet CartridgeThis professionally re... The value exceeds the maximum number of characters allowed: 2000.
963	INK-HP-CC644WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 60XL - CC644WN (Compatible) High Yield Tri-Color Ink CartridgeThis professionally ... The value exceeds the maximum number of characters allowed: 2000.
965	INK-HP-CB321WN	90117	Warning	The Description field contains an invalid value: Product InfoHP 564XL - CN684WN CB321WN (Compatible) Black High Yield Ink CartridgesRemanufactured... The value exceeds the maximum number of characters allowed: 2000.
