Unique Product Identifier	Manufacturer	Manufacturer Part #	Product Name	Description	Price	Click-out URL	NexTag Product Cat.	Image URL	Stock Status	Product Condition	Ground Shipping	Weight	Promo Type	Promo Text	List Price	Coupon Code Discount	Coupon URL Discount	Cost-per-Click
INK-Epson-T606400	Epson	T606400	Remanufactured Epson T606400 Inkjet Cartridge	Remanufactured T6064 Pigment Yellow Inkjet Cartridge for Epson Stylus Pro 4880 Printer 220ml	29.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T606400&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T606400.jpg	Yes	Refurbished	3.99	1.0375	free shipping	Free Shipping on orders over $50.00	74.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T606500	Epson	T606500	Remanufactured Epson T606500 Inkjet Cartridge	Remanufactured T6065 Pigment Light Cyan Inkjet Cartridge for Epson Stylus Pro 4880 Printer 220ml	29.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T606500&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T606500.jpg	Yes	Refurbished	3.99	1.0375	free shipping	Free Shipping on orders over $50.00	74.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T606600	Epson	T606600	Remanufactured Epson T606600 Inkjet Cartridge	Remanufactured T6066 Pigment Vivid Light Magenta Inkjet Cartridge for Epson Stylus Pro 4880 Printer 220ml	29.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T606600&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T606600.jpg	Yes	Refurbished	3.99	1.03125	free shipping	Free Shipping on orders over $50.00	74.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T606700	Epson	T606700	Remanufactured Epson T606700 Inkjet Cartridge	Remanufactured T6067 Pigment Light Black Inkjet Cartridge for Epson Stylus Pro 4880 Printer 220ml	29.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T606700&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T606700.jpg	Yes	Refurbished	3.99	1.05	free shipping	Free Shipping on orders over $50.00	74.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T606900	Epson	T606900	Remanufactured Epson T606900 Inkjet Cartridge	Remanufactured T6069 Pigment Light Light Black Inkjet Cartridge for Epson Stylus Pro 4880 Printer 220ml	29.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T606900&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T606900.jpg	Yes	Refurbished	3.99	1.03125	free shipping	Free Shipping on orders over $50.00	74.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T612800	Epson	T612800	Remanufactured Epson T612800 Inkjet Cartridge	Remanufactured T6128 Pigment Matte Black Inkjet Cartridge for Epson Stylus Pro 7880 9880 Printer 220ml	31.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T612800&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T612800.jpg	Yes	Refurbished	3.99	0.921875	free shipping	Free Shipping on orders over $50.00	112.0000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T614800	Epson	T614800	Remanufactured Epson T614800 Inkjet Cartridge	Remanufactured T6148 Pigment Matte Black Inkjet Cartridge for Epson Stylus Pro 4880 Printer 220ml	29.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T614800&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T614800.jpg	Yes	Refurbished	3.99	1.03125	free shipping	Free Shipping on orders over $50.00	74.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T616100	Epson	T616100	Remanufactured Epson T616100 Inkjet Cartridge	Remanufactured T616100 (T6161) Black Ink Cartridge for Epson B300 B500 printers	24.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T616100&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T616100.jpg	Yes	Refurbished	3.99	0.565	free shipping	Free Shipping on orders over $50.00	49.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T616200	Epson	T616200	Remanufactured Epson T616200 Inkjet Cartridge	Remanufactured T616200 (T6162) Cyan Ink Cartridge for Epson B300 B500 printers	24.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T616200&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T616200.jpg	Yes	Refurbished	3.99	0.564375	free shipping	Free Shipping on orders over $50.00	60.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T616300	Epson	T616300	Remanufactured Epson T616300 Inkjet Cartridge	Remanufactured T616300 (T6163) Magenta Ink Cartridge for Epson B300 B500 printers	24.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T616300&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T616300.jpg	Yes	Refurbished	3.99	0.56375	free shipping	Free Shipping on orders over $50.00	60.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Epson-T616400	Epson	T616400	Remanufactured Epson T616400 Inkjet Cartridge	Remanufactured T616400 (T6164) Yellow Ink Cartridge for Epson B300 B500 printers	24.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T616400&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T616400.jpg	Yes	Refurbished	3.99	0.566875	free shipping	Free Shipping on orders over $50.00	60.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Hasler-3300262X	Hasler	3300262X	Hasler 3300262X Ink Cartridge	Compatible Replacement Fluorescent Red 3300262X Inkjet Cartridge for Hasler WJ20	55.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Hasler-3300262X&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Hasler-3300262X.jpg	Yes	New	0.00	1	free shipping	Free Shipping on orders over $50.00	67.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Hasler-4124703Q	Hasler	4124703Q	Hasler 4124703Q Ink Cartridge	Compatible Replacement Fluorescent Red WJINK1 / 4124703Q Inkjet Cartridge for Hasler WJ135, WJ150, WJ180, WJ185 & WJ215	79.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Hasler-4124703Q&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Hasler-4124703Q.jpg	Yes	New	0.00	1	free shipping	Free Shipping on orders over $50.00	121.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-Hasler-4124705S	Hasler	4124705S	Hasler 4124705S Ink Cartridge	Compatible Replacement Fluorescent Red WJ69INK / 4124705S Inkjet Cartridge for Hasler WJ60, WJ65, WJ90, WJ95 & WJ110	79.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Hasler-4124705S&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-Hasler-4124705S.jpg	Yes	New	0.00	1	free shipping	Free Shipping on orders over $50.00	121.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
INK-HP-51604A	HP	51604A	Hewlett Packard 51604A Black Ink Cartridge	Replacement Hewlett Packard (HP) 51604A Black Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51604A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51604A.jpg	Yes	New	3.99	0.07875	free shipping	Free Shipping on orders over $50.00	17.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51625A	HP	51625A	Hewlett Packard (HP 25) Color Ink cartridge	Replacement for Hewlett Packard 51625A (HP 25 Tri Color) Ink Cartridge	9.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51625A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51625A.jpg	Yes	New	3.99	0.16	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51626A	HP	51626A	Hewlett Packard (HP 26) Black Ink cartridge	Replacement for Hewlett Packard 51626A (HP 26 Black) Ink Cartridge	9.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51626A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51626A.jpg	Yes	New	3.99	0.166875	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51629A	HP	51629A	Hewlett Packard (HP 29) Black Ink cartridge	Replacement for Hewlett Packard 51629A (HP 29 Black) Ink Cartridge	9.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51629A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51629A.jpg	Yes	New	3.99	0.160625	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51633M	HP	51633M	Hewlett Packard (HP 33) Black Ink Cartridge	Replacement Hewlett Packard 51633M (HP 33 Black) Ink Cartridge	13.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51633M&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51633M.jpg	Yes	New	3.99	0.175625	free shipping	Free Shipping on orders over $50.00	54.1500	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51640A	HP	51640A	Hewlett Packard (HP 40) Black Ink cartridge	Replacement for Hewlett Packard 51640A (HP 40 Black) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51640A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51640A.jpg	Yes	New	3.99	0.27625	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51640C	HP	51640C	Hewlett Packard (HP 40) Cyan Ink cartridge	Replacement for Hewlett Packard 51640C (HP 40 Cyan) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51640C&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51640C.jpg	Yes	New	3.99	0.295625	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51640M	HP	51640M	Hewlett Packard (HP 40) Magenta Ink cartridge	Replacement for Hewlett Packard 51640M (HP 40 Magenta) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51640M&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51640M.jpg	Yes	New	3.99	0.289375	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51640Y	HP	51640Y	Hewlett Packard (HP 40) Yellow Ink cartridge	Replacement for Hewlett Packard 51640Y (HP 40 Yellow) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51640Y&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51640Y.jpg	Yes	New	3.99	0.289375	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51641A	HP	51641A	Hewlett Packard (HP 41) Color Ink cartridge	Replacement for Hewlett Packard 51641A (HP 41 Tri Color) Ink Cartridge	14.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51641A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51641A.jpg	Yes	New	3.99	0.36125	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51644C	HP	51644C	Hewlett Packard (HP 44) Cyan Ink cartridge	Replacement for Hewlett Packard 51644C (HP 44 Cyan) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51644C&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51644C.jpg	Yes	New	3.99	0.273125	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51644M	HP	51644M	Hewlett Packard (HP 44) Magenta Ink cartridge	Replacement for Hewlett Packard 51644M (HP 44 Magenta) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51644M&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51644M.jpg	Yes	New	3.99	0.2775	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51644Y	HP	51644Y	Hewlett Packard (HP 44) Yellow Ink cartridge	Replacement for Hewlett Packard 51644Y (HP 44 Yellow) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51644Y&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51644Y.jpg	Yes	New	3.99	0.27125	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51645A	HP	51645A	Hewlett Packard (HP 45) Black Ink cartridge	Replacement for Hewlett Packard 51645a (HP 45 Black) Ink Cartridge	9.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51645A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51645A.jpg	Yes	New	3.99	0.274375	free shipping	Free Shipping on orders over $50.00	35.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-51649A	HP	51649A	Hewlett Packard (HP 49) Color Ink cartridge	Replacement for Hewlett Packard 51649A (HP 49 Tri Color) Ink Cartridge	11.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51649A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51649A.jpg	Yes	New	3.99	0.15375	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C1823D	HP	C1823D	Hewlett Packard (HP 23) Color Ink cartridge	Replacement for Hewlett Packard C1823D (HP 23 Tri-Color) Ink Cartridge	12.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C1823D&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C1823D.jpg	Yes	New	3.99	0.37875	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4804A	HP	C4804A	Hewlett Packard (HP 12) Cyan Ink cartridge	Replacement for Hewlett Packard C4804A (HP 12 Cyan) Ink Cartridge	11.9500	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4804A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4804A.jpg	Yes	New	3.99	0.309375	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4805A	HP	C4805A	Hewlett Packard (HP 12) Magenta Ink cartridge	Replacement for Hewlett Packard C4805A (HP 12 Magenta) Ink Cartridge	11.9500	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4805A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4805A.jpg	Yes	New	3.99	0.301875	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4806A	HP	C4806A	Hewlett Packard (HP 12) Yellow Ink cartridge	Replacement for Hewlett Packard C4806A (HP 12 Yellow) Ink Cartridge	11.9500	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4806A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4806A.jpg	Yes	New	3.99	0.29375	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4836AN	HP	C4836AN	Hewlett Packard (HP 11) Cyan Ink cartridge	Replacement for Hewlett Packard C4836AN / C4836A (HP 11 Cyan) Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4836AN&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4836AN.jpg	Yes	New	3.99	0.145	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4837AN	HP	C4837AN	Hewlett Packard (HP 11) Magenta Ink cartridge	Replacement for Hewlett Packard C4837AN / C4837A (HP 11 Magenta) Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4837AN&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4837AN.jpg	Yes	New	3.99	0.14625	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4838AN	HP	C4838AN	Hewlett Packard (HP 11) Yellow Ink cartridge	Replacement for Hewlett Packard C4838AN / C4838A (HP 11 yellow) Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4838AN&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4838AN.jpg	Yes	New	3.99	0.144375	free shipping	Free Shipping on orders over $50.00	34.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4840A	HP	C4840A	Hewlett Packard (HP 10) Black Ink cartridge	Replacement for Hewlett Packard C4840A (HP 10 Black) Standard Yield Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4840A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4840A.jpg	Yes	New	3.99	0.155	free shipping	Free Shipping on orders over $50.00	32.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4841A	HP	C4841A	Hewlett Packard (HP 10) Cyan Ink cartridge	Replacement for Hewlett Packard C4841A (HP 10 Cyan) Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4841A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4841A.jpg	Yes	New	3.99	0.161875	free shipping	Free Shipping on orders over $50.00	32.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4842A	HP	C4842A	Hewlett Packard (HP 10) Yellow Ink cartridge	Replacement for Hewlett Packard C4842A (HP 10 Yellow) Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4842A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4842A.jpg	Yes	New	3.99	0.1575	free shipping	Free Shipping on orders over $50.00	32.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4843A	HP	C4843A	Hewlett Packard (HP 10) Magenta Ink cartridge	Replacement for Hewlett Packard C4843A (HP 10 Magenta) Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4843A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4843A.jpg	Yes	New	3.99	0.1625	free shipping	Free Shipping on orders over $50.00	32.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4844A	HP	C4844A	Hewlett Packard (HP 10) HY Black Ink cartridge	Replacement for Hewlett Packard C4844A (HP 10 Black) High Yield Ink Cartridge	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4844A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4844A.jpg	Yes	New	3.99	0.2675	free shipping	Free Shipping on orders over $50.00	32.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4846A	HP	C4846A	Hewlett Packard HP 80 C4846A Cyan Ink Cartridge	Replacement for Hewlett Packard (HP) C4846A (HP 80) Dye Cyan Ink Cartridge - 350ml	54.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4846A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4846A.jpg	Yes	New	0.00	3	free shipping	Free Shipping on orders over $50.00	99.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
INK-HP-C4847A	HP	C4847A	Hewlett Packard HP 80 C4847A Magenta Ink Cartridge	Replacement for Hewlett Packard (HP) C4847A (HP 80) Dye Magenta Ink Cartridge - 350ml	54.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4847A&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300198 : Computers / Computer Accessories / Toner & Inkjet Cartridges / Others	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4847A.jpg	Yes	New	0.00	3	free shipping	Free Shipping on orders over $50.00	99.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.40
