Unique Product Identifier	Manufacturer	Manufacturer Part #	Product Name	Description	Price	Click-out URL	NexTag Product Cat.	Image URL	Stock Status	Product Condition	Ground Shipping	Weight	Promo Type	Promo Text	List Price	Coupon Code Discount	Coupon URL Discount	Cost-per-Click
PH-5x7-LUSTRE-20PK	Generic	5x7-LUSTRE-20PK	Premium 5 x 7 Lustre Inkjet Photo Paper 20 sheets	Premium Lustre Inkjet Photo Paper (5"X7") 20 sheets - Resin Coated	3.4900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-5x7-LUSTRE-20PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-20PK.jpg	Yes	New	3.99	0.275	free shipping	Free Shipping on orders over $50.00	7.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-5x7-MATTE-100PK	Generic	5x7-MATTE-100PK	Premium 5 x 7 Matte Inkjet Photo Paper 100 sheets	Premium Matte Inkjet Photo Paper (5"X7") 100 sheets - Resin Coated	14.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-5x7-MATTE-100PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-100PK.jpg	Yes	New	3.99	1.4125	free shipping	Free Shipping on orders over $50.00	39.9500	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-5x7-MATTE-20PK	Generic	5x7-MATTE-20PK	Premium 5 x 7 Matte Inkjet Photo Paper - 20 sheets	Premium Matte Inkjet Photo Paper (5"X7") 20 sheets - Resin Coated	3.4900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-5x7-MATTE-20PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-20PK.jpg	Yes	New	3.99	0.28125	free shipping	Free Shipping on orders over $50.00	7.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-CANVAS-100PK	Generic	8.5x11-CANVAS-100PK	Premium 8.5x11 Canvas Inkjet Photo Paper 100 sheet	Premium Canvas Textured Inkjet Photo Paper (8.5" x 11") 100 sheets - Resin Coated	19.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-CANVAS-100PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-100PK.jpg	Yes	New	3.99	3.5125	free shipping	Free Shipping on orders over $50.00	49.9500	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-CANVAS-20PK	Generic	8.5x11-CANVAS-20PK	Premium 8.5x11 Canvas Inkjet Photo Paper 20 sheets	Premium Canvas Textured Inkjet Photo Paper (8.5" x 11") 20 sheets - Resin Coated	4.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-CANVAS-20PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-20PK.jpg	Yes	New	3.99	0.70625	free shipping	Free Shipping on orders over $50.00	9.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-GLOSSY-100PK	Generic	8.5x11-GLOSSY-100PK	Premium 8.5x11 Glossy Inkjet Photo Paper 100 sheet	Premium Glossy Inkjet Photo Paper (8.5" x 11") 100 sheets - Resin Coated	19.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-GLOSSY-100PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-100PK.jpg	Yes	New	3.99	3.53125	free shipping	Free Shipping on orders over $50.00	49.9500	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-GLOSSY-20PK	Generic	8.5x11-GLOSSY-20PK	Premium 8.5x11 Glossy Inkjet Photo Paper 20 sheets	Premium Glossy Inkjet Photo Paper (8.5" x 11") 20 sheets - Resin Coated	4.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-GLOSSY-20PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-20PK.jpg	Yes	New	3.99	0.70625	free shipping	Free Shipping on orders over $50.00	9.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-LUSTRE-100PK	Generic	8.5x11-LUSTRE-100PK	Premium 8.5x11 Lustre Inkjet Photo Paper 100 sheet	Premium Lustre Inkjet Photo Paper (8.5" x 11") 100 sheets - Resin Coated	19.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-LUSTRE-100PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-100PK.jpg	Yes	New	3.99	3.73125	free shipping	Free Shipping on orders over $50.00	49.9500	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-LUSTRE-20PK	Generic	8.5x11-LUSTRE-20PK	Premium 8.5x11 Lustre Inkjet Photo Paper 20 sheets	Premium Lustre Inkjet Photo Paper (8.5" x 11") 20 sheets - Resin Coated	4.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-LUSTRE-20PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-20PK.jpg	Yes	New	3.99	0.74375	free shipping	Free Shipping on orders over $50.00	9.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-MATTE-100PK	Generic	8.5x11-MATTE-100PK	Premium 8.5x11 Matte Inkjet Photo Paper 100 sheets	Premium Matte Inkjet Photo Paper (8.5"X11") 100 sheets - Resin Coated	19.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-MATTE-100PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-100PK.jpg	Yes	New	3.99	3.5125	free shipping	Free Shipping on orders over $50.00	49.9500	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
PH-8.5x11-MATTE-20PK	Generic	8.5x11-MATTE-20PK	Premium 8.5x11 Matte Inkjet Photo Paper 20 sheets	Premium Matte Inkjet Photo Paper (8.5"X11") 20 sheets - Resin Coated	4.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=PH-8.5x11-MATTE-20PK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/PH-4x6-GLOSSY-20PK.jpg	Yes	New	3.99	0.70625	free shipping	Free Shipping on orders over $50.00	9.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RFKT-NR-T3102BK	Generic	T3102BK	3x 30ml Black Ink Refill Kit	3 x 30ml Black Ink Universal Refill Kit	9.4900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RFKT-NR-T3102BK&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/RFKT-NR-T3102BK.jpg	Yes	New	3.99	0.55125	free shipping	Free Shipping on orders over $50.00	19.4900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RFKT-NR-T3111CMY	Generic	T3111CMY	3x 30ml Cyan Magenta Yellow Color Ink Refill Kit	3 x 30ml Cyan/ Magenta/ Yellow Color Ink Universal Refill Kit	9.4900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RFKT-NR-T3111CMY&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/RFKT-NR-T3111CMY.jpg	Yes	New	3.99	0.55375	free shipping	Free Shipping on orders over $50.00	19.4900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC102RF	Brother	PC102RF	Brother PC102RF Fax Ribbon (2 packs)	Brother PC102 / PC102RF Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	21.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC102RF&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC102RF.jpg	Yes	New	3.99	3	free shipping	Free Shipping on orders over $50.00	59.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC201	Brother	PC201	Brother PC201 Fax Cartridge	Brother PC201 Compatible Fax Cartridge with Roll	10.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC201&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC201.jpg	Yes	New	3.99	1.44375	free shipping	Free Shipping on orders over $50.00	29.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC202RF	Brother	PC202RF	Brother PC202RF Fax Ribbon (2 packs)	Brother PC202 / PC202RF Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	10.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC202RF&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC202RF.jpg	Yes	New	3.99	1.38125	free shipping	Free Shipping on orders over $50.00	49.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC301	Brother	PC301	Brother PC301 Fax Cartridge	Brother PC301 Compatible Fax Cartridge with Roll	8.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC301&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC301.jpg	Yes	New	3.99	0.99375	free shipping	Free Shipping on orders over $50.00	29.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC302RF	Brother	PC302RF	Brother PC302RF Fax Ribbon (2 packs)	Brother PC302 / PC302RF Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	8.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC302RF&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC302RF.jpg	Yes	New	3.99	1.13125	free shipping	Free Shipping on orders over $50.00	39.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC401	Brother	PC401	Brother PC401 Fax Cartridge	Brother PC401 Compatible Fax Cartridge with Roll	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC401&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC401.jpg	Yes	New	3.99	0.75625	free shipping	Free Shipping on orders over $50.00	24.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC402RF	Brother	PC402RF	Brother PC402RF Fax Ribbon (2 packs)	Brother PC402 / PC402RF Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC402RF&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC402RF.jpg	Yes	New	3.99	0.8625	free shipping	Free Shipping on orders over $50.00	19.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC501	Brother	PC501	Brother PC501 Fax Cartridge	Brother PC501 Compatible Fax Cartridge with Roll	10.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC501&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC501.jpg	Yes	New	3.99	0.61875	free shipping	Free Shipping on orders over $50.00	19.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC502RF	Brother	PC502RF	Brother PC502RF Fax Ribbon (2 packs)	Brother PC502 / PC502RF Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	7.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC502RF&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC502RF.jpg	Yes	New	3.99	0.8625	free shipping	Free Shipping on orders over $50.00	19.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Brother-PC92RF	Brother	PC92RF	Brother PC92RF Fax Ribbon (2 packs)	Brother PC92 / PC92RF Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	15.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Brother-PC92RF&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Brother-PC92RF.jpg	Yes	New	3.99	3	free shipping	Free Shipping on orders over $50.00	39.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Panasonic-KX-FA92	Panasonic	KX-FA92	Panasonic KX-FA92 Fax Ribbon (2 packs)	Panasonic KX-FA92 Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	13.4900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Panasonic-KX-FA92&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/templates/10/images/nophoto.gif	Yes	New	3.99	0.75625	free shipping	Free Shipping on orders over $50.00	29.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Pitney Bowes-767-1	Pitney Bowes	767-1	Pitney Bowes 767-1 PostPerfect Ribbon Cassette	Pitney Bowes Compatible Replacement for Post Perfect B700 Fluorescent Red Ribbon Cassette	45.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Pitney Bowes-767-1&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Pitney Bowes-767-1.jpg	Yes	New	3.99	0.62875	free shipping	Free Shipping on orders over $50.00	69.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Sharp-UX-3CR	Sharp	UX-3CR	Sharp UX-3CR Fax Cartridge	Sharp UX-3CR Compatible Fax Cartridge with Roll	8.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Sharp-UX-3CR&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/photos/original/RIBBON-Sharp-UX-3CR.jpg	Yes	New	3.99	0.6	free shipping	Free Shipping on orders over $50.00	29.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
RIBBON-Sharp-UX-3CR-2	Sharp	UX-3CR-2	Sharp UX-3CR Fax Cartridge	Sharp UX-3CR Compatible Thermal Fax Ribbon Refill Rolls (2 Pack)	8.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=RIBBON-Sharp-UX-3CR-2&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300196 : Computers / Computer Accessories / Printer Accessories / Printer Consumables / Printer Ribbons	http://www.compandsave.com/v/vspfiles/templates/10/images/nophoto.gif	Yes	New	3.99	0.725	free shipping	Free Shipping on orders over $50.00	29.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SOY-FX6	Generic	SOY-FX6	SoyPrint Canon FX6 Cartridge	SoyPrint Black Soy Toner Cartridge for Canon 1559A002 (FX6)	123.0000	http://www.compandsave.com/ProductDetails.asp?ProductCode=SOY-FX6&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/SOY-FX6.jpg	Yes	New	0.00	4.2	free shipping	Free Shipping on orders over $50.00	128.0000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SOY-FX7	Generic	SOY-FX7	SoyPrint Canon FX7 Cartridge	SoyPrint Black Soy Toner Cartridge for Canon 7621A001AA (FX7)	112.0000	http://www.compandsave.com/ProductDetails.asp?ProductCode=SOY-FX7&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/SOY-FX7.jpg	Yes	New	0.00	4.03	free shipping	Free Shipping on orders over $50.00	112.0000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC103-Combo10	BROTHER	LC103-Combo10	Brother LC103 XL (Set of 10) Ink Cartridge	Brother Compatible LC103 Bulk Set of 10 High Yield XL Ink cartridges: 4 Black / 2 Cyan / 2 Magenta / 2 Yellow (LC103 Series)	29.9000	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC103-Combo10&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-BROTHER-LC103-Combo10.jpg	Yes	New	3.99	2	free shipping	Free Shipping on orders over $50.00	129.9000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC41-Combo10	BROTHER	LC41-Combo10	Brother LC-41 Series (LC41 Combo 10) Ink Cartridge	New Compatible Brother LC-41 Series (LC41) Combo Pack of 10 (4 Black LC41BK, 2 Cyan LC41C, 2 Magenta LC41M, 2 Yellow LC41Y) Ink cartridge	13.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC41-Combo10&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-BROTHER-LC41-Combo10.jpg	Yes	New	3.99	1.11875	free shipping	Free Shipping on orders over $50.00	42.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC51-Combo10	BROTHER	LC51-Combo10	New Compatible BROTHER LC51 Series (10 Packs) Ink	New Compatible Brother LC-51 Series (LC51 Bulk Set of 10 Packs) High Capacity Inkjet Cartridge for DCP IntelliFax MFC Printers	14.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC51-Combo10&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-BROTHER-LC51-Combo10.jpg	Yes	New	3.99	1.1075	free shipping	Free Shipping on orders over $50.00	79.9000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC51-Combo40	BROTHER	LC51-Combo40	New Compatible BROTHER LC51 LC-51 (40 Packs) Ink	New Compatible Brother LC-51 Series (LC51 Combo-Pack of 40) High Capacity Inkjet Cartridge for Brother LC51BK, LC51C, LC51M & LC51Y	39.9000	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC51-Combo40&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/WINK-BROTHER-LC51-Combo40.jpg	Yes	New	3.99	4.3375	free shipping	Free Shipping on orders over $50.00	149.9000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC61-Combo10	BROTHER	LC61-Combo10	New Compatible BROTHER LC61 Serie (10 Packs) Ink	New Compatible Brother LC-61 Series (LC61 Bulk Set of 10 Packs) High Capacity Inkjet Cartridge for DCP MFC Printers	14.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC61-Combo10&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-BROTHER-LC61-Combo10.jpg	Yes	New	3.99	1.12125	free shipping	Free Shipping on orders over $50.00	79.9000	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC75-Combo10	BROTHER	LC75-Combo10	Brother LC75 XL (Combo 10) HY Ink Cartridge	New Compatible Brother LC75 XL (Bulk Set of 10 Packs) High Yield Inkjet Cartridge (LC75 Series)	18.9900	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC75-Combo10&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-BROTHER-LC75-Combo10.jpg	Yes	New	3.99	1.18375	free shipping	Free Shipping on orders over $50.00	99.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-BROTHER-LC79-Combo10	BROTHER	LC79-Combo10	Brother LC79 (10PK) Super High Yield Ink Cartridge	New Compatible Brother LC79 XXL (Bulk Set of 10 Packs) Super High Yield Inkjet Cartridge (LC79 Series)	19.9000	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-BROTHER-LC79-Combo10&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-BROTHER-LC79-Combo10.jpg	Yes	New	3.99	1.9	free shipping	Free Shipping on orders over $50.00	95.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
SPEC-Brother-TN115-Combo4	Brother	TN115-Combo4	Brother TN115 Toner	Brother TN115 Bulk Set of 4 (TN115BK, TN115C, TN115M, TN115Y) New Compatible High Yield Laser Toner Cartridge	129.9000	http://www.compandsave.com/ProductDetails.asp?ProductCode=SPEC-Brother-TN115-Combo4&utm_source=nextag&utm_medium=shoppingengine&utm_campaign=nextagshopping	300191 : Computers / Computer Accessories / Printer Accessories / Others	http://www.compandsave.com/v/vspfiles/photos/original/ZTONER-Brother-TN115-Combo4.jpg	Yes	New	0.00	11	free shipping	Free Shipping on orders over $50.00	350.9900	CAS12	http://www.compandsave.com/Ink_Discount_Coupon_Code_a/274.htm	1.10
