productID,title,productURL,imageURL,price
INK-BROTHER-LC02M,Brother LC02M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC02M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC02M.jpg,3.99
INK-BROTHER-LC02Y,Brother LC02Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC02Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC02Y.jpg,3.99
INK-BROTHER-LC03BKC,Brother LC03BC Black / Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC03BKC&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC03BKC.jpg,5.99
INK-BROTHER-LC03MY,Brother LC03MY Magenta / Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC03MY&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC03MY.jpg,5.99
INK-BROTHER-LC04C,Brother LC04C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC04C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC04C.jpg,3.99
INK-BROTHER-LC04M,Brother LC04M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC04M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC04M.jpg,3.99
INK-BROTHER-LC04Y,Brother LC04Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC04Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC04Y.jpg,3.99
INK-BROTHER-LC103BK,Brother LC103BK XL Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC103BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC103BK.jpg,5.99
INK-BROTHER-LC103C,Brother LC103C XL Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC103C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC103C.jpg,5.99
INK-BROTHER-LC103M,Brother LC103M XL Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC103M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC103M.jpg,5.99
INK-BROTHER-LC103Y,Brother LC103Y XL Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC103Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC103Y.jpg,5.99
INK-BROTHER-LC105C,Brother LC105C XXL Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC105C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC105C.jpg,6.99
INK-BROTHER-LC105M,Brother LC105M XXL Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC105M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC105M.jpg,6.99
INK-BROTHER-LC105Y,Brother LC105Y XXL Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC105Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC105Y.jpg,6.99
INK-BROTHER-LC107BK,Brother LC107BK XXL Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC107BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC107BK.jpg,6.99
INK-BROTHER-LC109BK,Brother LC109BK XXL Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC109BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC109BK.jpg,7.99
INK-BROTHER-LC21BK,Brother LC21BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC21BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC21BK.jpg,2.99
INK-BROTHER-LC21C,Brother LC21C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC21C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC21C.jpg,2.99
INK-BROTHER-LC21M,Brother LC21M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC21M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC21M.jpg,2.99
INK-BROTHER-LC21Y,Brother LC21Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC21Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC21Y.jpg,2.99
INK-BROTHER-LC25BK,Brother LC25BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC25BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC25BK.jpg,3.99
INK-BROTHER-LC25C,Brother LC25C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC25C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC25C.jpg,3.99
INK-BROTHER-LC25M,Brother LC25M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC25M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC25M.jpg,3.99
INK-BROTHER-LC25Y,Brother LC25Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC25Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC25Y.jpg,3.99
INK-BROTHER-LC31BK,Brother LC31BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC31BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC31BK.jpg,2.99
INK-BROTHER-LC31C,Brother LC31C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC31C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC31C.jpg,2.99
INK-BROTHER-LC31M,Brother LC31M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC31M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC31M.jpg,2.99
INK-BROTHER-LC31Y,Brother LC31Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC31Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC31Y.jpg,2.99
INK-BROTHER-LC41BK,Brother LC41BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC41BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC41BK.jpg,2.99
INK-BROTHER-LC41C,Brother LC41C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC41C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC41C.jpg,2.99
INK-BROTHER-LC41M,Brother LC41M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC41M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC41M.jpg,2.99
INK-BROTHER-LC41Y,Brother LC41Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC41Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC41Y.jpg,2.99
INK-BROTHER-LC51BK,Brother LC51BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC51BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC51BK.jpg,2.99
INK-BROTHER-LC51C,Brother LC51C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC51C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC51C.jpg,2.99
INK-BROTHER-LC51M,Brother LC51M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC51M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC51M.jpg,2.99
INK-BROTHER-LC51Y,Brother LC51Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC51Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC51Y.jpg,2.99
INK-BROTHER-LC61BK,Brother LC61BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC61BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC61BK.jpg,2.99
INK-BROTHER-LC61C,Brother LC61C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC61C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC61C.jpg,2.99
INK-BROTHER-LC61M,Brother LC61M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC61M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC61M.jpg,2.99
INK-BROTHER-LC61Y,Brother LC61Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC61Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC61Y.jpg,2.99
INK-BROTHER-LC65BK,Brother LC65BK Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC65BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC65BK.jpg,2.99
INK-BROTHER-LC65C,Brother LC65C Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC65C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC65C.jpg,2.99
INK-BROTHER-LC65M,Brother LC65M Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC65M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC65M.jpg,2.99
INK-BROTHER-LC65Y,Brother LC65Y Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC65Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC65Y.jpg,2.99
INK-BROTHER-LC75BK,Brother LC75BK HY Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC75BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC75BK.jpg,4.49
INK-BROTHER-LC75C,Brother LC75C HY Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC75C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC75C.jpg,3.99
INK-BROTHER-LC75M,Brother LC75M HY Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC75M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC75M.jpg,3.99
INK-BROTHER-LC75Y,Brother LC75Y HY Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC75Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC75Y.jpg,3.99
INK-BROTHER-LC79BK,Brother LC79BK XXL Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC79BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC79BK.jpg,4.99
INK-BROTHER-LC79C,Brother LC79C XXL Cyan Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC79C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC79C.jpg,4.49
INK-BROTHER-LC79M,Brother LC79M XXL Magenta Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC79M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC79M.jpg,4.49
INK-BROTHER-LC79Y,Brother LC79Y XXL Yellow Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-BROTHER-LC79Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-BROTHER-LC79Y.jpg,4.49
INK-Canon-BC-01,Canon BC-01 Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BC-01&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BC-01.jpg,12.99
INK-Canon-BC-02,Canon BC-02 Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BC-02&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BC-02.jpg,12.99
INK-Canon-BC-05,Canon BC-05 Color Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BC-05&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BC-05.jpg,16.99
INK-Canon-BC-20,Canon BC-20 Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BC-20&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BC-20.jpg,15.99
INK-Canon-BCI-10,Canon BCI-10 Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BCI-10&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BCI-10.jpg,2.99
INK-Canon-BCI-1001BK,New Compatible Canon BCI-1001BK Inkjet Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BCI-1001BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BCI-1001BK.jpg,6.99
INK-Canon-BCI-1001C,New Compatible Canon BCI-1001C Inkjet Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BCI-1001C&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BCI-1001C.jpg,6.99
INK-Canon-BCI-1001M,New Compatible Canon BCI-1001M Inkjet Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BCI-1001M&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BCI-1001M.jpg,6.99
INK-Canon-BCI-1001Y,New Compatible Canon BCI-1001Y Inkjet Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BCI-1001Y&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BCI-1001Y.jpg,6.99
INK-Canon-BCI-11BK,Canon BCI-11 Black Ink Cartridge,http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Canon-BCI-11BK&utm_source=Facebook&utm_medium=Social_Media&utm_campaign=FacebookShopping,http://www.compandsave.com/v/vspfiles/photos/original/INK-Canon-BCI-11BK.jpg,2.99
